activation,dominance,valence,gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
3.5,3.5,2,F,5,1.75,2.833,6.083,3.333
4,4,2.5,M,4.083,3.5,4.583,3.083,3.083
4,3.5,2.5,F,5,1.75,2.833,6.083,3.333
3.5,3,3,M,4.083,3.5,4.583,3.083,3.083
3,3.5,2.5,F,5,1.75,2.833,6.083,3.333
3.5,2.5,3.5,M,4.083,3.5,4.583,3.083,3.083
3,3.5,2.5,F,5,1.75,2.833,6.083,3.333
3.5,3.5,2.5,M,4.083,3.5,4.583,3.083,3.083
3.5,4,2,F,5,1.75,2.833,6.083,3.333
3,3,2,M,4.083,3.5,4.583,3.083,3.083
4.5,4,2,F,5,1.75,2.833,6.083,3.333
3.5,3,2,F,5,1.75,2.833,6.083,3.333
2.5,3,2.5,F,5,1.75,2.833,6.083,3.333
3,2.5,3,M,4.083,3.5,4.583,3.083,3.083
2.5,3,3.5,F,5,1.75,2.833,6.083,3.333
4,3.5,2,F,5,1.75,2.833,6.083,3.333
3,3.5,2.5,F,5,1.75,2.833,6.083,3.333
2.5,2.5,3,M,4.083,3.5,4.583,3.083,3.083
4,4,2,F,5,1.75,2.833,6.083,3.333
3.5,3,2.5,M,4.083,3.5,4.583,3.083,3.083
5,4.5,1,F,5,1.75,2.833,6.083,3.333
2,3,2,M,4.083,3.5,4.583,3.083,3.083
5,5,1,F,5,1.75,2.833,6.083,3.333
5,4.5,1,F,5,1.75,2.833,6.083,3.333
4,4,1.5,M,4.083,3.5,4.583,3.083,3.083
4.5,3.5,1,F,5,1.75,2.833,6.083,3.333
2.5,3,2.5,M,4.083,3.5,4.583,3.083,3.083
2.5,3.5,2,F,5,1.75,2.833,6.083,3.333
4,4,1,F,5,1.75,2.833,6.083,3.333
4,4,3,M,4.083,3.5,4.583,3.083,3.083
3,3.5,2.5,M,4.083,3.5,4.583,3.083,3.083
3.5,3.5,2,M,4.083,3.5,4.583,3.083,3.083
3,3,2,F,5,1.75,2.833,6.083,3.333
3,4,2.5,M,4.083,3.5,4.583,3.083,3.083
2,2.5,1.5,F,5,1.75,2.833,6.083,3.333
3.5,4,1.5,M,4.083,3.5,4.583,3.083,3.083
3.5,5,1.5,M,4.083,3.5,4.583,3.083,3.083
3.5,3,4,F,4.333,5.25,5.083,3.5,4.333
3,3,4,M,4.417,4.917,4.667,3.417,3.917
4,3,4,F,4.333,5.25,5.083,3.5,4.333
3,3,4,F,4.333,5.25,5.083,3.5,4.333
3,2.5,3,M,4.417,4.917,4.667,3.417,3.917
3,3,3,F,4.333,5.25,5.083,3.5,4.333
3,2.5,3,F,4.333,5.25,5.083,3.5,4.333
2.5,2.5,2,M,4.417,4.917,4.667,3.417,3.917
3.5,3.5,3,F,4.333,5.25,5.083,3.5,4.333
3,3,2.5,M,4.417,4.917,4.667,3.417,3.917
2.5,2.5,2.5,F,4.333,5.25,5.083,3.5,4.333
3,2.5,2.5,F,4.333,5.25,5.083,3.5,4.333
2.5,3,3,M,4.417,4.917,4.667,3.417,3.917
3.5,3,2.5,F,4.333,5.25,5.083,3.5,4.333
3,3,2,M,4.417,4.917,4.667,3.417,3.917
4,3,2.5,M,4.417,4.917,4.667,3.417,3.917
2.5,2.5,2.5,F,4.333,5.25,5.083,3.5,4.333
2,3,3,M,4.417,4.917,4.667,3.417,3.917
3.5,2.5,3.5,F,4.333,5.25,5.083,3.5,4.333
2.5,2.5,3,M,4.417,4.917,4.667,3.417,3.917
3,2.5,3.5,M,4.417,4.917,4.667,3.417,3.917
3,2.5,3.5,F,4.333,5.25,5.083,3.5,4.333
2.5,2.5,4.5,M,4.417,4.917,4.667,3.417,3.917
3.5,3,3.5,F,4.333,5.25,5.083,3.5,4.333
3,3.5,4.5,M,4.417,4.917,4.667,3.417,3.917
2.5,3.5,4,M,4.417,4.917,4.667,3.417,3.917
3.5,3,4.5,M,4.417,4.917,4.667,3.417,3.917
3,3.5,4,F,4.333,5.25,5.083,3.5,4.333
3,3.5,3,M,4.417,4.917,4.667,3.417,3.917
3,4,3,M,4.417,4.917,4.667,3.417,3.917
4.5,3.5,3.5,F,4.333,5.25,5.083,3.5,4.333
2.5,3,3.5,M,4.417,4.917,4.667,3.417,3.917
3,3,3,F,4.333,5.25,5.083,3.5,4.333
3.5,3,3,F,4.333,5.25,5.083,3.5,4.333
2,2.5,2,M,4.417,4.917,4.667,3.417,3.917
2,2.5,4,F,4.333,5.25,5.083,3.5,4.333
2.5,2.5,3.5,M,4.417,4.917,4.667,3.417,3.917
3.5,3.5,4,F,4.333,5.25,5.083,3.5,4.333
3,2.5,4,M,4.417,4.917,4.667,3.417,3.917
4,4,3.5,F,4.333,5.25,5.083,3.5,4.333
3.5,2.5,3,F,4.333,5.25,5.083,3.5,4.333
2.5,3.5,4,M,4.417,4.917,4.667,3.417,3.917
2.5,2.5,3.5,M,4.417,4.917,4.667,3.417,3.917
4,4,5,M,4.417,4.917,4.667,3.417,3.917
3.5,4,3,F,4.333,5.25,5.083,3.5,4.333
3,3.5,4,M,4.417,4.917,4.667,3.417,3.917
2.5,3,3.5,F,4.333,5.25,5.083,3.5,4.333
3.5,2.5,3,M,4.417,4.917,4.667,3.417,3.917
3.5,3.5,3.5,F,4.333,5.25,5.083,3.5,4.333
2.5,2.5,2,F,4.333,5.25,5.083,3.5,4.333
3,3,3.5,M,4.417,4.917,4.667,3.417,3.917
3.5,2.5,2,F,4.333,5.25,5.083,3.5,4.333
3.5,3,2.5,M,4.417,4.917,4.667,3.417,3.917
3.5,3.5,2,F,4.333,5.25,5.083,3.5,4.333
3,3,3.5,M,4.417,4.917,4.667,3.417,3.917
3,3,2.5,F,4.333,5.25,5.083,3.5,4.333
3,2.5,3.5,M,4.417,4.917,4.667,3.417,3.917
3.5,3.5,2,F,4.333,5.25,5.083,3.5,4.333
3,3.5,2.5,M,4.417,4.917,4.667,3.417,3.917
2,2.5,3,F,4.333,5.25,5.083,3.5,4.333
3,2.5,2,M,4.417,4.917,4.667,3.417,3.917
3.5,2.5,2,F,4.333,5.25,5.083,3.5,4.333
2.5,3,2,M,4.417,4.917,4.667,3.417,3.917
2,3,2,F,4.333,5.25,5.083,3.5,4.333
2.5,3.5,2.5,M,4.417,4.917,4.667,3.417,3.917
3,3.5,3.5,M,4.417,4.917,4.667,3.417,3.917
3.5,4,2,M,4.417,4.917,4.667,3.417,3.917
3,3.5,2,M,4.417,4.917,4.667,3.417,3.917
3,4.5,3,M,4.417,4.917,4.667,3.417,3.917
4,4.5,3,M,4.417,4.917,4.667,3.417,3.917
3,4,2,M,4.417,4.917,4.667,3.417,3.917
4,4,1.5,M,4.417,4.917,4.667,3.417,3.917
3,4.5,1.5,M,4.417,4.917,4.667,3.417,3.917
3,3.5,2.5,M,4.417,4.917,4.667,3.417,3.917
3,3.5,2.5,M,4.417,4.917,4.667,3.417,3.917
2.5,3,2.5,M,4.417,4.917,4.667,3.417,3.917
2,2.5,3,F,4.333,5.25,5.083,3.5,4.333
2.5,3.5,3.5,M,4.417,4.917,4.667,3.417,3.917
4,4,2,F,4.333,5.25,5.083,3.5,4.333
4,4.5,2,F,4.333,5.25,5.083,3.5,4.333
3,3,4,M,4.417,4.917,4.667,3.417,3.917
2.5,3.5,4.5,M,4.417,4.917,4.667,3.417,3.917
3.5,3,4,F,4.333,5.25,5.083,3.5,4.333
4,4.5,4,M,5.917,5.167,3.583,3.417,5.583
3,4,4,M,5.917,5.167,3.583,3.417,5.583
4,4,4,M,5.917,5.167,3.583,3.417,5.583
3,2.5,3.5,F,2.917,2.333,3.667,5.25,2.5
4.5,4.5,4.5,M,5.917,5.167,3.583,3.417,5.583
4,4,4,M,5.917,5.167,3.583,3.417,5.583
4.5,4,3,M,5.917,5.167,3.583,3.417,5.583
3,3.5,3,F,2.917,2.333,3.667,5.25,2.5
4,4,3.5,M,5.917,5.167,3.583,3.417,5.583
3.5,3.5,2,F,2.917,2.333,3.667,5.25,2.5
2.5,2.5,2.5,M,5.917,5.167,3.583,3.417,5.583
4,4,2,F,2.917,2.333,3.667,5.25,2.5
3.5,4,3.5,M,5.917,5.167,3.583,3.417,5.583
4,3,3,M,5.917,5.167,3.583,3.417,5.583
3,3.5,3,M,5.917,5.167,3.583,3.417,5.583
3,3,3,M,5.917,5.167,3.583,3.417,5.583
2.5,3,3,F,2.917,2.333,3.667,5.25,2.5
3.5,2.5,3,M,5.917,5.167,3.583,3.417,5.583
4,4,2,M,5.917,5.167,3.583,3.417,5.583
3.5,4,3,M,5.917,5.167,3.583,3.417,5.583
4.5,4,4.5,M,5.917,5.167,3.583,3.417,5.583
3,3.5,3.5,M,5.917,5.167,3.583,3.417,5.583
2,2.5,3,F,2.917,2.333,3.667,5.25,2.5
3,2.5,3.5,M,5.917,5.167,3.583,3.417,5.583
3,3.5,2,F,2.917,2.333,3.667,5.25,2.5
4,4,2.5,M,5.917,5.167,3.583,3.417,5.583
2.5,3,2,F,2.917,2.333,3.667,5.25,2.5
3,3,3.5,M,5.917,5.167,3.583,3.417,5.583
2.5,3.5,2,F,2.917,2.333,3.667,5.25,2.5
3.5,3.5,3,M,5.917,5.167,3.583,3.417,5.583
3,3.5,2,F,2.917,2.333,3.667,5.25,2.5
4.5,3.5,1.5,M,5.917,5.167,3.583,3.417,5.583
3,3,2.5,M,5.917,5.167,3.583,3.417,5.583
3,3.5,2.5,F,2.917,2.333,3.667,5.25,2.5
3,3,3,M,5.917,5.167,3.583,3.417,5.583
3,4,2,F,2.917,2.333,3.667,5.25,2.5
4,4,3,M,5.917,5.167,3.583,3.417,5.583
3.5,4.5,2,F,2.917,2.333,3.667,5.25,2.5
3.5,4,2.5,M,5.917,5.167,3.583,3.417,5.583
3,4,3,M,5.917,5.167,3.583,3.417,5.583
4,4.5,1,F,2.917,2.333,3.667,5.25,2.5
2.5,2.5,2,M,5.917,5.167,3.583,3.417,5.583
2,2.5,2,F,2.917,2.333,3.667,5.25,2.5
3.5,4,2.5,M,5.917,5.167,3.583,3.417,5.583
3.5,3.5,4,M,5.917,5.167,3.583,3.417,5.583
3.5,3.5,1.5,F,2.917,2.333,3.667,5.25,2.5
2.5,3,2.5,M,5.917,5.167,3.583,3.417,5.583
3,3,2.5,F,2.917,2.333,3.667,5.25,2.5
3.5,4,2.5,M,5.917,5.167,3.583,3.417,5.583
4,4,3,M,5.917,5.167,3.583,3.417,5.583
4,4.5,1.5,F,2.917,2.333,3.667,5.25,2.5
3,2.5,2.5,M,5.917,5.167,3.583,3.417,5.583
4.5,4.5,1.5,F,2.917,2.333,3.667,5.25,2.5
4,4,2.5,M,5.917,5.167,3.583,3.417,5.583
4.5,4.5,3.5,M,5.917,5.167,3.583,3.417,5.583
4,4,3.5,M,5.917,5.167,3.583,3.417,5.583
4.5,4.5,3,M,5.917,5.167,3.583,3.417,5.583
4,5,3,M,5.917,5.167,3.583,3.417,5.583
4,5,3,M,5.917,5.167,3.583,3.417,5.583
4,5,4,M,5.917,5.167,3.583,3.417,5.583
3.5,5,4,M,5.917,5.167,3.583,3.417,5.583
5,5,4.5,M,5.917,5.167,3.583,3.417,5.583
2.5,3.5,2.5,F,2.917,2.333,3.667,5.25,2.5
3,3,3,M,5.917,5.167,3.583,3.417,5.583
2.5,2.5,2.5,F,2.917,2.333,3.667,5.25,2.5
3,2.5,3,M,5.917,5.167,3.583,3.417,5.583
3,3,2.5,F,2.917,2.333,3.667,5.25,2.5
3,2.6667,3.3333,M,5.25,3.833,3.667,4,5.333
2,2,3,F,4,2.167,2.833,6.167,2.333
3,2.6667,3,M,5.25,3.833,3.667,4,5.333
2.6667,2.6667,2.6667,F,4,2.167,2.833,6.167,2.333
3,3,2.3333,M,5.25,3.833,3.667,4,5.333
3.3333,3.3333,3,F,4,2.167,2.833,6.167,2.333
3.6667,2.6667,2.3333,M,5.25,3.833,3.667,4,5.333
3.6667,3,2.6667,F,4,2.167,2.833,6.167,2.333
3.3333,2.3333,3,M,5.25,3.833,3.667,4,5.333
3.3333,2.6667,2.3333,F,4,2.167,2.833,6.167,2.333
3,2,3,M,5.25,3.833,3.667,4,5.333
4.3333,3.6667,1.6667,F,4,2.167,2.833,6.167,2.333
3.3333,3,2,M,5.25,3.833,3.667,4,5.333
3.3333,3,2,F,4,2.167,2.833,6.167,2.333
3.6667,3,2,M,5.25,3.833,3.667,4,5.333
2.3333,2,2,F,4,2.167,2.833,6.167,2.333
2.3333,1.6667,2,M,5.25,3.833,3.667,4,5.333
3,3,2,F,4,2.167,2.833,6.167,2.333
3.3333,2.6667,2.3333,M,5.25,3.833,3.667,4,5.333
3.6667,3.3333,2,F,4,2.167,2.833,6.167,2.333
3.3333,3.3333,3,M,5.25,3.833,3.667,4,5.333
3.6667,3,2,F,4,2.167,2.833,6.167,2.333
3,3.3333,2,F,4,2.167,2.833,6.167,2.333
3.3333,3.6667,1.6667,F,4,2.167,2.833,6.167,2.333
2.3333,1.6667,2.3333,M,5.25,3.833,3.667,4,5.333
3.3333,2.3333,2,F,4,2.167,2.833,6.167,2.333
3.3333,2.6667,2,F,4,2.167,2.833,6.167,2.333
2,2.6667,3,M,5.25,3.833,3.667,4,5.333
4,3.3333,1.3333,F,4,2.167,2.833,6.167,2.333
3,2,2,M,5.25,3.833,3.667,4,5.333
3.3333,3,3,M,5.25,3.833,3.667,4,5.333
3.3333,3,2.6667,M,5.25,3.833,3.667,4,5.333
2,2.3333,3,F,4,2.167,2.833,6.167,2.333
2.6667,2.6667,3.6667,F,4,2.167,2.833,6.167,2.333
2.3333,2,3.6667,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,4,F,4,2.167,2.833,6.167,2.333
2.3333,2.3333,4,F,4,2.167,2.833,6.167,2.333
3,2.3333,4,F,4,2.167,2.833,6.167,2.333
2.3333,3,3.6667,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,3.3333,M,5.25,3.833,3.667,4,5.333
3.6667,2.6667,4.3333,F,4,2.167,2.833,6.167,2.333
2.3333,2.3333,3,M,5.25,3.833,3.667,4,5.333
2.3333,3,3,M,5.25,3.833,3.667,4,5.333
2.3333,2,2.6667,F,4,2.167,2.833,6.167,2.333
2.3333,2,2.3333,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,3.3333,M,5.25,3.833,3.667,4,5.333
2.3333,2,2.3333,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,3,M,5.25,3.833,3.667,4,5.333
1.6667,2,2.3333,F,4,2.167,2.833,6.167,2.333
2.6667,2,3,M,5.25,3.833,3.667,4,5.333
1.3333,2,2,F,4,2.167,2.833,6.167,2.333
3,2.6667,2.6667,M,5.25,3.833,3.667,4,5.333
3,3,2,F,4,2.167,2.833,6.167,2.333
3,2.6667,2,M,5.25,3.833,3.667,4,5.333
3.3333,3.3333,1.6667,F,4,2.167,2.833,6.167,2.333
4,4,1.6667,F,4,2.167,2.833,6.167,2.333
3.3333,3.3333,2,M,5.25,3.833,3.667,4,5.333
3,3,2,F,4,2.167,2.833,6.167,2.333
3.3333,3,2.3333,M,5.25,3.833,3.667,4,5.333
4.3333,3.6667,2,M,5.25,3.833,3.667,4,5.333
4,3,1.6667,F,4,2.167,2.833,6.167,2.333
4,4,2,M,5.25,3.833,3.667,4,5.333
3.6667,3.6667,1.6667,M,5.25,3.833,3.667,4,5.333
3.3333,3.6667,2,M,5.25,3.833,3.667,4,5.333
4,4.6667,1.6667,M,5.25,3.833,3.667,4,5.333
3.6667,3,2.3333,F,4,2.167,2.833,6.167,2.333
3.6667,4,2.3333,M,5.25,3.833,3.667,4,5.333
3.6667,3.6667,2,F,4,2.167,2.833,6.167,2.333
3,3.3333,2.3333,M,5.25,3.833,3.667,4,5.333
3,2.6667,1.6667,F,4,2.167,2.833,6.167,2.333
2.3333,2.6667,2.3333,M,5.25,3.833,3.667,4,5.333
3,2.3333,2.6667,F,4,2.167,2.833,6.167,2.333
3.6667,2,2.3333,F,4,2.167,2.833,6.167,2.333
2.6667,1.6667,2.3333,M,5.25,3.833,3.667,4,5.333
3,2.3333,2.3333,F,4,2.167,2.833,6.167,2.333
2,2.3333,2,M,5.25,3.833,3.667,4,5.333
2.6667,2.3333,2.3333,F,4,2.167,2.833,6.167,2.333
2,2.3333,2.3333,M,5.25,3.833,3.667,4,5.333
3.6667,2.6667,2,F,4,2.167,2.833,6.167,2.333
2.6667,2,3,M,5.25,3.833,3.667,4,5.333
3.3333,2.6667,2,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,3,M,5.25,3.833,3.667,4,5.333
2.3333,2.6667,3,F,4,2.167,2.833,6.167,2.333
2.6667,2.6667,3,M,5.25,3.833,3.667,4,5.333
2,2,3.3333,F,4,2.167,2.833,6.167,2.333
2.3333,2.3333,4,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,4,F,4,2.167,2.833,6.167,2.333
3,2.6667,4,M,5.25,3.833,3.667,4,5.333
3,1.6667,4,F,4,2.167,2.833,6.167,2.333
3,2.6667,4,M,5.25,3.833,3.667,4,5.333
3,2.3333,4,F,4,2.167,2.833,6.167,2.333
2.3333,1.6667,3,M,5.25,3.833,3.667,4,5.333
2.6667,1.6667,3,F,4,2.167,2.833,6.167,2.333
2.3333,2.3333,3.3333,F,4,2.167,2.833,6.167,2.333
2.3333,1.6667,3,F,4,2.167,2.833,6.167,2.333
2.3333,2.3333,3.3333,M,5.25,3.833,3.667,4,5.333
2,2.3333,3.6667,M,5.25,3.833,3.667,4,5.333
2,2.6667,3.6667,F,4,2.167,2.833,6.167,2.333
2.6667,2.3333,3.6667,M,5.25,3.833,3.667,4,5.333
3,2.5,3,M,5.25,4.75,4.417,3.25,4.667
2.5,2,3,F,4.5,5,4.75,3.083,4.417
3,4,2.5,M,5.25,4.75,4.417,3.25,4.667
3,2.5,2.5,F,4.5,5,4.75,3.083,4.417
3,3,3,M,5.25,4.75,4.417,3.25,4.667
3,3,2,F,4.5,5,4.75,3.083,4.417
2.5,3,3,M,5.25,4.75,4.417,3.25,4.667
3.5,2.5,2,F,4.5,5,4.75,3.083,4.417
3.5,3.5,3,M,5.25,4.75,4.417,3.25,4.667
3.5,3,4,F,4.5,5,4.75,3.083,4.417
3,3,4,M,5.25,4.75,4.417,3.25,4.667
3.5,3,3,F,4.5,5,4.75,3.083,4.417
3.5,4,2,M,5.25,4.75,4.417,3.25,4.667
4,3,4,F,4.5,5,4.75,3.083,4.417
3.5,4,4,M,5.25,4.75,4.417,3.25,4.667
3.5,3,3.5,F,4.5,5,4.75,3.083,4.417
3.5,3,3.5,M,5.25,4.75,4.417,3.25,4.667
3.5,3.5,3.5,M,5.25,4.75,4.417,3.25,4.667
3,3,3.5,F,4.5,5,4.75,3.083,4.417
3.5,4,4,M,5.25,4.75,4.417,3.25,4.667
3.5,2.5,2.5,F,4.5,5,4.75,3.083,4.417
3.5,3.5,3.5,M,5.25,4.75,4.417,3.25,4.667
3,2.5,3,F,4.5,5,4.75,3.083,4.417
3.5,4,3,M,5.25,4.75,4.417,3.25,4.667
2.5,3,3,F,4.5,5,4.75,3.083,4.417
3.5,3.5,3.5,M,5.25,4.75,4.417,3.25,4.667
3,3,4,F,4.5,5,4.75,3.083,4.417
2.5,3,3,M,5.25,4.75,4.417,3.25,4.667
3,2.5,3,F,4.5,5,4.75,3.083,4.417
2,3,3.5,M,5.25,4.75,4.417,3.25,4.667
3,3,2.5,F,4.5,5,4.75,3.083,4.417
3,3,3.5,M,5.25,4.75,4.417,3.25,4.667
3.5,2.5,2.5,F,4.5,5,4.75,3.083,4.417
3.5,4,3,M,5.25,4.75,4.417,3.25,4.667
2.5,2.5,2.5,F,4.5,5,4.75,3.083,4.417
3.5,3,3.5,M,5.25,4.75,4.417,3.25,4.667
3.5,3,3,F,4.5,5,4.75,3.083,4.417
3.5,4,3.5,M,5.25,4.75,4.417,3.25,4.667
4,4.5,4,M,5.25,4.75,4.417,3.25,4.667
3.5,3.5,3,F,4.5,5,4.75,3.083,4.417
3,4,3.5,M,5.25,4.75,4.417,3.25,4.667
4,4.5,3.5,F,4.5,5,4.75,3.083,4.417
3.5,3,3,M,5.25,4.75,4.417,3.25,4.667
3,3,4,F,4.5,5,4.75,3.083,4.417
3.5,3.5,3.5,M,5.25,4.75,4.417,3.25,4.667
4,3,4,F,4.5,5,4.75,3.083,4.417
3,3.5,2,M,5.25,4.75,4.417,3.25,4.667
3.5,3.5,3,F,4.5,5,4.75,3.083,4.417
2.5,3,4,M,5.25,4.75,4.417,3.25,4.667
3.5,3,3,F,4.5,5,4.75,3.083,4.417
3,3,3.5,M,5.25,4.75,4.417,3.25,4.667
4,4,4,F,4.5,5,4.75,3.083,4.417
3.5,3,4,F,4.5,5,4.75,3.083,4.417
2.5,3,3.5,M,5.25,4.75,4.417,3.25,4.667
4.5,4,4,F,4.5,5,4.75,3.083,4.417
3.5,3,4,M,5.25,4.75,4.417,3.25,4.667
3,3,4,F,4.5,5,4.75,3.083,4.417
4.5,4.5,4.5,M,5.25,4.75,4.417,3.25,4.667
3,2.5,3.5,M,5.25,4.75,4.417,3.25,4.667
4,3,4,F,4.5,5,4.75,3.083,4.417
2.5,3.5,3,M,5.25,4.75,4.417,3.25,4.667
3,3.5,3.5,M,5.5,2.083,3.5,4.917,3.417
3,3.5,3.5,F,5.167,2,3,6.083,3.167
3.5,3.5,2.5,M,5.5,2.083,3.5,4.917,3.417
3.5,4,3,F,5.167,2,3,6.083,3.167
2.5,4,2.5,M,5.5,2.083,3.5,4.917,3.417
3.5,4,2,F,5.167,2,3,6.083,3.167
3.5,3.5,2.5,M,5.5,2.083,3.5,4.917,3.417
3.5,4,2.5,F,5.167,2,3,6.083,3.167
2.5,3.5,2,M,5.5,2.083,3.5,4.917,3.417
3.5,4,2.5,F,5.167,2,3,6.083,3.167
3,4,2,M,5.5,2.083,3.5,4.917,3.417
3.5,3.5,2.5,F,5.167,2,3,6.083,3.167
3.5,4.5,2,M,5.5,2.083,3.5,4.917,3.417
4.5,4,2.5,F,5.167,2,3,6.083,3.167
3,4,2,M,5.5,2.083,3.5,4.917,3.417
3.5,4.5,2.5,F,5.167,2,3,6.083,3.167
3,3.5,2,M,5.5,2.083,3.5,4.917,3.417
3,3.5,2.5,F,5.167,2,3,6.083,3.167
3,3,3.5,M,5.5,2.083,3.5,4.917,3.417
4,4,2,F,5.167,2,3,6.083,3.167
2.5,3,4,M,5.5,2.083,3.5,4.917,3.417
2,2.5,2,F,5.167,2,3,6.083,3.167
3.5,3,3,M,5.5,2.083,3.5,4.917,3.417
3,3.5,2,F,5.167,2,3,6.083,3.167
3.5,3,3,M,5.5,2.083,3.5,4.917,3.417
3.5,4,2,F,5.167,2,3,6.083,3.167
3,4.5,2.5,M,5.5,2.083,3.5,4.917,3.417
3.5,3.5,2,F,5.167,2,3,6.083,3.167
3,4.5,2,M,5.5,2.083,3.5,4.917,3.417
2.5,4,2,F,5.167,2,3,6.083,3.167
3,4.5,2,M,5.5,2.083,3.5,4.917,3.417
3,4.5,1.5,F,5.167,2,3,6.083,3.167
2.5,3,2.5,M,5.5,2.083,3.5,4.917,3.417
2.5,3,4,M,5.5,2.083,3.5,4.917,3.417
2.5,3.5,3,F,5.167,2,3,6.083,3.167
2.5,3,3,M,5.5,2.083,3.5,4.917,3.417
3,3.5,3,F,5.167,2,3,6.083,3.167
3.5,3.5,3,M,5.5,2.083,3.5,4.917,3.417
2.5,3.5,2,F,5.167,2,3,6.083,3.167
3.5,3,3,M,5.5,2.083,3.5,4.917,3.417
3.5,4,2,F,5.167,2,3,6.083,3.167
3.5,3.5,2.5,M,5.5,2.083,3.5,4.917,3.417
3,4,3,F,5.167,2,3,6.083,3.167
3.5,4.5,2,M,5.5,2.083,3.5,4.917,3.417
3,4.5,1.5,F,5.167,2,3,6.083,3.167
3,4.5,2,M,5.5,2.083,3.5,4.917,3.417
3.5,5,1.5,F,5.167,2,3,6.083,3.167
3.5,4.5,2,M,5.5,2.083,3.5,4.917,3.417
4.5,5,1,F,5.167,2,3,6.083,3.167
2.5,2.5,2,M,5.5,2.083,3.5,4.917,3.417
2.5,4.5,3,M,5.5,2.083,3.5,4.917,3.417
2.5,3.5,4,F,5.167,2,3,6.083,3.167
3,4,3.5,M,5.5,2.083,3.5,4.917,3.417
2.5,4.5,1.5,F,5.167,2,3,6.083,3.167
3,4,3,M,5.5,2.083,3.5,4.917,3.417
4,4.5,1.5,F,5.167,2,3,6.083,3.167
3.5,4.5,1.5,M,5.5,2.083,3.5,4.917,3.417
2.5,4,2,F,5.167,2,3,6.083,3.167
3.5,4.5,1.5,M,5.5,2.083,3.5,4.917,3.417
3.5,4.5,2,F,5.167,2,3,6.083,3.167
3.5,4.5,2,M,5.5,2.083,3.5,4.917,3.417
3.5,4.5,1.5,F,5.167,2,3,6.083,3.167
3,4,2,F,5.167,2,3,6.083,3.167
2.5,3.5,3,M,5.5,2.083,3.5,4.917,3.417
2,3,3,F,5.167,2,3,6.083,3.167
2.5,3.5,2.5,M,5.5,2.083,3.5,4.917,3.417
3,4.5,2,F,5.167,2,3,6.083,3.167
2.5,3,2.5,M,5.5,2.083,3.5,4.917,3.417
2.5,3.5,2,F,5.167,2,3,6.083,3.167
2.5,3.5,2,M,5.5,2.083,3.5,4.917,3.417
2.5,3.5,2.5,F,5.167,2,3,6.083,3.167
3,4,2,M,5.5,2.083,3.5,4.917,3.417
3.5,3.5,2,F,5.167,2,3,6.083,3.167
2.5,3.5,2,M,5.5,2.083,3.5,4.917,3.417
3,4,2,F,5.167,2,3,6.083,3.167
2.5,3,2,M,5.5,2.083,3.5,4.917,3.417
3.5,4.5,1.5,F,5.167,2,3,6.083,3.167
3,4,1.5,M,5.5,2.083,3.5,4.917,3.417
4.5,4.5,1.5,F,5.167,2,3,6.083,3.167
3.5,3.5,2,M,5.5,2.083,3.5,4.917,3.417
4.5,5,1,F,5.167,2,3,6.083,3.167
4,4.5,1.5,M,5.5,2.083,3.5,4.917,3.417
3.5,4.5,1.5,F,5.167,2,3,6.083,3.167
3.5,4.5,2,M,5.5,2.083,3.5,4.917,3.417
3,4,1.5,F,5.167,2,3,6.083,3.167
4.5,5,1,F,5.167,2,3,6.083,3.167
4.5,5,1,M,5.5,2.083,3.5,4.917,3.417
4.5,5,1.5,M,5.5,2.083,3.5,4.917,3.417
3.5,5,1,F,5.167,2,3,6.083,3.167
3.5,4,2.5,M,5.083,1.583,2.167,6.25,2.833
2.5,3.5,2.5,F,4.917,2,4.333,5.5,2.917
4,3.5,2.5,M,5.083,1.583,2.167,6.25,2.833
4,4,3,F,4.917,2,4.333,5.5,2.917
4,3,2.5,M,5.083,1.583,2.167,6.25,2.833
3.5,3,1.5,F,4.917,2,4.333,5.5,2.917
4,4,2,F,4.917,2,4.333,5.5,2.917
3,3.5,1,M,5.083,1.583,2.167,6.25,2.833
3.5,4,2.5,M,5.083,1.583,2.167,6.25,2.833
4,4,2.5,F,4.917,2,4.333,5.5,2.917
2,2.5,2.5,M,5.083,1.583,2.167,6.25,2.833
2.5,3,2,M,5.083,1.583,2.167,6.25,2.833
4,3.5,2,F,4.917,2,4.333,5.5,2.917
3.5,4.5,2,M,5.083,1.583,2.167,6.25,2.833
2.5,3,1.5,F,4.917,2,4.333,5.5,2.917
3,3.5,2,M,5.083,1.583,2.167,6.25,2.833
3.5,3.5,2.5,F,4.917,2,4.333,5.5,2.917
4,3.5,2.5,F,4.917,2,4.333,5.5,2.917
4,4,1.5,M,5.083,1.583,2.167,6.25,2.833
4,4,2.5,F,4.917,2,4.333,5.5,2.917
2.5,3.5,2,M,5.083,1.583,2.167,6.25,2.833
4,4,2,F,4.917,2,4.333,5.5,2.917
3.5,4,1.5,M,5.083,1.583,2.167,6.25,2.833
